method,seed,episode,atct,energy_kwh,sla_pct,tasks_done
Random,42,0,20.71452297056479,0.5978277472677337,83.0,1000
Random,42,1,21.284992610225952,1.0174090587704256,81.8,1000
Random,42,2,20.389879697623545,1.642724114817549,80.80000000000001,1000
Random,42,3,22.627076272695835,1.525514411092288,80.5,1000
Random,42,4,21.153950708320238,1.2719504436454905,79.80000000000001,1000
Random,42,5,21.86224747013878,1.2070120346180615,79.5,1000
Random,42,6,20.632417359816017,0.7298055126016653,80.9,1000
Random,42,7,23.974153747577876,3.7924694272214308,81.3,1000
Random,42,8,25.14146162911393,6.806633478851399,82.6,1000
Random,42,9,20.2546047985901,7.513220966146317,81.28128128128128,999
Random,42,10,21.552456877191005,1.1846959137806736,80.80000000000001,1000
Random,42,11,21.39195726459306,1.8223886173339399,81.0,1000
Random,42,12,22.434530338823976,1.3572318114296709,79.80000000000001,1000
Random,42,13,21.045431372843858,1.715758383513144,80.5,1000
Random,42,14,22.92037153563687,3.6926955501430445,81.69999999999999,1000
Random,42,15,22.37739031766299,1.5089219874423931,80.10000000000001,1000
Random,42,16,20.17942650869849,0.9462477876044486,82.69999999999999,1000
Random,42,17,22.2625673168932,0.9021523632440586,82.5,1000
Random,42,18,24.445218649382767,1.3196479279298063,81.8,1000
Random,42,19,19.559211409777586,1.003054809871344,81.10000000000001,1000
Random,42,20,24.28445473084548,5.064961303506642,81.69999999999999,1000
Random,42,21,22.278169262686024,2.78640709233426,81.39999999999999,1000
Random,42,22,22.21935999657402,0.8525009258457061,78.8,1000
Random,42,23,19.95418917494872,0.5859273671304966,80.0,1000
Random,42,24,24.65008733161298,5.027489121713319,79.60000000000001,1000
Random,42,25,25.718050534752532,6.615323344412075,81.89999999999999,1000
Random,42,26,21.63380754173486,1.578553313783049,81.39999999999999,1000
Random,42,27,20.169655767477103,0.7713112144834482,84.6,1000
Random,42,28,20.299419430814932,1.6730342627694508,81.5,1000
Random,42,29,23.580855814916603,5.259675797327671,80.4,1000
Random,43,0,23.66921889329423,3.450098958720245,81.39999999999999,1000
Random,43,1,21.22600011417468,0.905247051455786,80.80000000000001,1000
Random,43,2,23.38628447551286,1.7547393843719943,81.10000000000001,1000
Random,43,3,22.25158058000528,2.261381704582604,80.5,1000
Random,43,4,21.76407210942799,1.027573131199965,81.8,1000
Random,43,5,19.440099448546142,0.5794535849660906,81.6,1000
Random,43,6,21.071670062454626,1.8448995143017939,82.1,1000
Random,43,7,20.95464361545364,7.426608145222834,80.98098098098097,999
Random,43,8,24.568171118238556,4.176845966201466,81.39999999999999,1000
Random,43,9,22.78795824657107,2.3945171015026103,81.10000000000001,1000
Random,43,10,23.77028409400935,3.4992441417636035,81.10000000000001,1000
Random,43,11,20.907375671787758,1.1632422792936865,82.3,1000
Random,43,12,22.887966113289234,1.595665739555285,81.0,1000
Random,43,13,25.72840806029114,2.8412008353206604,82.89999999999999,1000
Random,43,14,21.067556602016623,0.9057059961896738,79.2,1000
Random,43,15,21.992687552177266,3.491413785923359,80.4,1000
Random,43,16,22.626990357219473,1.7556579439675435,81.39999999999999,1000
Random,43,17,20.88497953935708,1.1407110305881483,80.5,1000
Random,43,18,22.026466187563937,1.6140886344884926,82.6,1000
Random,43,19,21.395803470128847,1.3238408965077826,80.30000000000001,1000
Random,43,20,21.847426552134312,1.0132604593704069,81.39999999999999,1000
Random,43,21,24.72461136879312,1.8318256048448924,81.3,1000
Random,43,22,21.121269013124163,1.1960490834092454,81.5,1000
Random,43,23,20.59202927206814,1.487566688572153,81.0,1000
Random,43,24,26.695199092468595,5.328194772009129,83.89999999999999,1000
Random,43,25,20.77250225481337,1.2211401874063965,82.1,1000
Random,43,26,22.754958245680985,1.7415468390208961,82.6,1000
Random,43,27,21.629332349597462,1.7119367491880408,81.2,1000
Random,43,28,24.59713656951806,3.5880423621595465,80.7,1000
Random,43,29,22.11960280642821,0.8167167084368232,81.89999999999999,1000
Random,44,0,27.87601096135327,4.562748980511418,82.0,1000
Random,44,1,22.242419013982513,1.3681868747661312,81.5,1000
Random,44,2,24.704083946780308,4.821944687228391,80.30000000000001,1000
Random,44,3,24.78078447000501,4.900035374147872,81.10000000000001,1000
Random,44,4,25.04013296838867,4.048962203289572,80.0,1000
Random,44,5,22.703384725023643,5.211268778397974,83.0,1000
Random,44,6,19.72965613931359,7.508639010770431,79.37937937937937,999
Random,44,7,21.615918040162608,1.0446132587515058,81.0,1000
Random,44,8,22.772308886503087,1.1207266865339651,81.69999999999999,1000
Random,44,9,25.06486841774492,2.646549957981736,78.9,1000
Random,44,10,22.436982208901462,1.4435796261341092,82.3,1000
Random,44,11,21.86710474553122,2.91328491493756,81.5,1000
Random,44,12,22.40344534223595,2.088444497513529,80.9,1000
Random,44,13,26.802237628088676,4.3460869748306825,81.5,1000
Random,44,14,23.800929216172797,1.9092838603142799,79.5,1000
Random,44,15,24.755707362342836,3.7945356792016343,81.39999999999999,1000
Random,44,16,26.765506946552318,6.4540047125136395,80.60000000000001,1000
Random,44,17,21.567261586612936,1.263969294092914,82.0,1000
Random,44,18,26.70569816706686,5.554355973139106,80.80000000000001,1000
Random,44,19,21.89325188569495,1.517068652828143,81.0,1000
Random,44,20,20.416369221431104,0.8260825255737784,79.5,1000
Random,44,21,25.812904399937658,6.774485895968801,79.80000000000001,1000
Random,44,22,20.313502916319564,1.0427839706979138,82.0,1000
Random,44,23,21.25289288824373,7.500008002500023,80.98098098098097,999
Random,44,24,21.105522355508736,1.3188419125845696,81.5,1000
Random,44,25,21.05645098974865,1.128379404027582,81.2,1000
Random,44,26,22.81716771634695,2.287394142266107,79.7,1000
Random,44,27,21.924450512143036,2.855292025194815,81.69999999999999,1000
Random,44,28,20.898992440341313,0.9463265275969274,80.4,1000
Random,44,29,21.12898948905121,2.265918615090922,80.80000000000001,1000
Random,45,0,22.481758056179846,0.8053545069456713,79.5,1000
Random,45,1,26.49257507529883,4.80894808499389,80.30000000000001,1000
Random,45,2,23.07433798851145,1.5746276808344652,81.2,1000
Random,45,3,22.552365390916798,2.2052501188066866,79.2,1000
Random,45,4,22.635730288610155,3.3923613007038016,80.7,1000
Random,45,5,20.827340207204944,1.194035202059142,79.2,1000
Random,45,6,22.788739488697637,3.144425946935774,80.9,1000
Random,45,7,20.36060291681071,7.57574371892267,81.38138138138137,999
Random,45,8,27.655943073303643,7.603753062728516,80.98098098098097,999
Random,45,9,21.43487082061215,0.7884238568092454,78.4,1000
Random,45,10,22.091534607456556,1.6344045033273709,81.89999999999999,1000
Random,45,11,21.333664254290706,1.2559865888362876,80.7,1000
Random,45,12,20.187352386774,1.0769146119207897,80.9,1000
Random,45,13,22.147547281841366,7.5692851099463345,81.98198198198197,999
Random,45,14,20.855181693798546,0.9813345051458958,81.3,1000
Random,45,15,20.862040213780723,1.2672504550846475,81.39999999999999,1000
Random,45,16,21.063105880088266,0.9839698796865942,82.1,1000
Random,45,17,21.926839779371868,0.9924486796886591,82.1,1000
Random,45,18,21.783959651790557,1.8942875566670694,80.5,1000
Random,45,19,22.18532908647614,1.9970084817373004,81.6,1000
Random,45,20,23.658298565711057,3.3450274771427555,80.5,1000
Random,45,21,20.730833100494632,2.01413890638367,80.10000000000001,1000
Random,45,22,19.818257149615995,0.687020607078125,81.10000000000001,1000
Random,45,23,21.476594981215808,1.3537961107233707,82.19999999999999,1000
Random,45,24,23.189736029095,2.7451506377850157,81.39999999999999,1000
Random,45,25,22.313131306758272,1.9372690311767542,79.3,1000
Random,45,26,22.213253502425356,1.7385078817458133,80.7,1000
Random,45,27,21.629823986917984,7.56005728114794,79.37937937937937,999
Random,45,28,24.457821385620978,4.317145799117735,81.69999999999999,1000
Random,45,29,22.090194149454014,0.8793939189700678,81.8,1000
Random,46,0,20.922378957568558,1.066389280160915,80.30000000000001,1000
Random,46,1,22.108544049800425,1.8937128029265229,81.2,1000
Random,46,2,25.669936340879104,5.053702474403003,81.0,1000
Random,46,3,25.62791804433767,5.851659610635925,82.6,1000
Random,46,4,22.384099991624318,1.587186567348626,80.80000000000001,1000
Random,46,5,23.650519947337667,1.7355447862186646,79.80000000000001,1000
Random,46,6,20.89997523101938,1.4822159972151407,81.6,1000
Random,46,7,22.361721797688787,7.387701444723256,82.88288288288288,999
Random,46,8,24.866462089391636,2.1289619530497075,81.3,1000
Random,46,9,22.83899926408395,1.4548905822650604,81.0,1000
Random,46,10,21.77872615333127,2.427075979539492,83.6,1000
Random,46,11,23.187561833711356,3.960802350942671,79.9,1000
Random,46,12,21.434152117445816,0.8680368396030278,80.30000000000001,1000
Random,46,13,22.606840950999736,2.9662538859396923,80.7,1000
Random,46,14,20.090389991524447,1.3718342918495132,79.3,1000
Random,46,15,19.58190422756305,0.5332977128624968,82.39999999999999,1000
Random,46,16,27.16457150291693,7.158637834048678,81.6,1000
Random,46,17,22.480444910097862,1.431285210375775,82.19999999999999,1000
Random,46,18,25.096461389152328,4.213016947428188,80.7,1000
Random,46,19,21.05168767283982,1.3800148357627098,81.39999999999999,1000
Random,46,20,22.531067078891933,0.6855382304044334,79.60000000000001,1000
Random,46,21,20.36369086126206,7.3917221068111205,82.18218218218219,999
Random,46,22,23.56295826460872,2.0311646489782587,79.2,1000
Random,46,23,23.200522483929465,2.021443923078232,82.89999999999999,1000
Random,46,24,21.581708311825338,0.7505251888242951,83.39999999999999,1000
Random,46,25,24.21386232379491,3.066104017351296,81.10000000000001,1000
Random,46,26,22.37806939498391,7.408520372200238,80.7615230460922,998
Random,46,27,23.517196287630757,2.4524967616836006,82.6,1000
Random,46,28,24.522940371039507,2.4520323182842523,81.69999999999999,1000
Random,46,29,21.58592800635789,2.669699275168125,83.5,1000
WeightedRR,42,0,21.114522970564792,0.9502535199272306,81.89999999999999,1000
WeightedRR,42,1,20.374992610225952,1.015020663667312,83.7,1000
WeightedRR,42,2,20.514879697623545,1.8651481269783632,80.2,1000
WeightedRR,42,3,21.61207627269583,1.2397700328410546,81.6,1000
WeightedRR,42,4,21.333950708320238,0.9869436863872968,77.10000000000001,1000
WeightedRR,42,5,21.097247470138782,1.789140227809698,82.0,1000
WeightedRR,42,6,19.847417359816017,0.944242499181959,83.5,1000
WeightedRR,42,7,21.929153747577875,1.519899559462236,80.80000000000001,1000
WeightedRR,42,8,22.69146162911393,4.882576673872787,82.69999999999999,1000
WeightedRR,42,9,22.883853707669825,5.955994233155732,80.60000000000001,1000
WeightedRR,42,10,21.197456877191005,1.3705018632895085,82.5,1000
WeightedRR,42,11,21.26195726459306,1.1082227958228952,78.4,1000
WeightedRR,42,12,21.119530338823978,0.7013226345984968,80.30000000000001,1000
WeightedRR,42,13,20.320431372843856,2.0047961355936086,82.6,1000
WeightedRR,42,14,20.060371535636868,1.002031385415873,83.2,1000
WeightedRR,42,15,22.40739031766299,2.1279887709958425,82.69999999999999,1000
WeightedRR,42,16,21.044426508698496,1.7382170443141904,81.69999999999999,1000
WeightedRR,42,17,22.797567316893197,3.3117009096036383,80.60000000000001,1000
WeightedRR,42,18,23.640218649382767,1.5930439377626495,81.3,1000
WeightedRR,42,19,18.824211409777583,0.5090668234813952,80.2,1000
WeightedRR,42,20,22.06445473084548,1.0987559016204327,81.89999999999999,1000
WeightedRR,42,21,21.043169262686025,1.5843622027032493,83.5,1000
WeightedRR,42,22,22.744359996574023,1.8884323343477651,79.60000000000001,1000
WeightedRR,42,23,19.414189174948717,0.5146130136570053,83.39999999999999,1000
WeightedRR,42,24,21.865087331612976,0.9470070259418609,80.5,1000
WeightedRR,42,25,24.13805053475253,6.610697569392685,83.3,1000
WeightedRR,42,26,22.698807541734862,3.8554563739665997,82.5,1000
WeightedRR,42,27,20.094655767477104,1.3448407526434136,81.10000000000001,1000
WeightedRR,42,28,19.869419430814926,0.7724060137100663,79.3,1000
WeightedRR,42,29,21.9858558149166,2.5032196219035,80.2,1000
WeightedRR,43,0,20.92921889329423,0.8774149946019153,81.6,1000
WeightedRR,43,1,21.726000114174685,2.969529920494396,85.39999999999999,1000
WeightedRR,43,2,22.00128447551286,2.221134770735688,82.39999999999999,1000
WeightedRR,43,3,19.111580580005285,0.8504677944380377,81.2,1000
WeightedRR,43,4,20.099072109427986,1.2883193461196445,85.0,1000
WeightedRR,43,5,19.175099448546142,0.6790973011091651,83.2,1000
WeightedRR,43,6,20.796670062454627,1.5053433872387463,82.6,1000
WeightedRR,43,7,21.535327729876546,2.100455618857158,83.1,1000
WeightedRR,43,8,21.988171118238554,2.3570582346889335,82.0,1000
WeightedRR,43,9,22.81295824657107,3.6678637441677187,79.60000000000001,1000
WeightedRR,43,10,22.635284094009357,2.646288122908482,81.89999999999999,1000
WeightedRR,43,11,21.312375671787755,2.903570784132056,81.2,1000
WeightedRR,43,12,21.517966113289237,1.377169338143974,81.5,1000
WeightedRR,43,13,23.68840806029114,2.612793866965805,85.9,1000
WeightedRR,43,14,21.64755660201662,2.212204799395089,80.0,1000
WeightedRR,43,15,21.312687552177266,3.5984467456097606,81.5,1000
WeightedRR,43,16,23.826990357219476,4.55983915399638,80.10000000000001,1000
WeightedRR,43,17,21.079979539357083,1.1913593172097698,80.2,1000
WeightedRR,43,18,21.101466187563936,0.788301471323158,81.69999999999999,1000
WeightedRR,43,19,20.98080347012884,1.4864209115566451,79.60000000000001,1000
WeightedRR,43,20,20.33242655213431,0.8704217001484933,80.2,1000
WeightedRR,43,21,22.974611368793123,1.6359189704493438,85.0,1000
WeightedRR,43,22,19.17126901312416,0.9463152932777973,85.3,1000
WeightedRR,43,23,20.527029272068138,1.1428928711478263,81.39999999999999,1000
WeightedRR,43,24,23.385199092468593,1.9153107281894242,83.89999999999999,1000
WeightedRR,43,25,20.322502254813372,1.5062876211474243,81.89999999999999,1000
WeightedRR,43,26,24.329958245680988,4.271915709991748,82.19999999999999,1000
WeightedRR,43,27,19.549332349597467,1.3682884668421216,80.9,1000
WeightedRR,43,28,21.777136569518063,0.8954106596082113,81.10000000000001,1000
WeightedRR,43,29,21.504602806428217,1.4337126415453874,81.8,1000
WeightedRR,44,0,31.971010961353272,6.352860790976821,79.5,1000
WeightedRR,44,1,20.637419013982516,0.5529113041340129,81.5,1000
WeightedRR,44,2,22.929083946780306,2.4881209511066285,85.1,1000
WeightedRR,44,3,21.091630613174154,7.499270679937747,83.48348348348348,999
WeightedRR,44,4,22.63013296838867,1.6890224870198567,82.39999999999999,1000
WeightedRR,44,5,21.478384725023645,2.757324792369492,81.5,1000
WeightedRR,44,6,21.42134783100528,7.511579769916451,80.08008008008008,999
