metric,reference,compared_to,ref_mean,cmp_mean,ref_better,t,p,alpha_uncorr,alpha_bonf,sig_uncorrected,sig_bonferroni
atct,DRL-MADRL,Random,19.156528198928573,22.702444412393397,True,-15.55813372901881,1.6099916966975918e-05,0.05,0.0017857142857142859,True,True
energy_kwh,DRL-MADRL,Random,2.581858279885303,2.5370863255387786,False,0.13880274402616055,0.893545151318481,0.05,0.0017857142857142859,False,False
sla_pct,DRL-MADRL,Random,90.60291891891892,79.85676676676675,True,24.51652790477861,1.1647606607295278e-08,0.05,0.0017857142857142859,True,True
tasks_done,DRL-MADRL,Random,999.9,999.9399999999999,False,-0.999999999998863,0.34835862675798546,0.05,0.0017857142857142859,False,False
atct,DRL-MADRL,WeightedRR,19.156528198928573,21.92245969022396,True,-7.356129132813539,0.00014575746831915596,0.05,0.0017857142857142859,True,True
energy_kwh,DRL-MADRL,WeightedRR,2.581858279885303,2.8840943292587418,True,-0.9592092137139178,0.3711624452670854,0.05,0.0017857142857142859,False,False
sla_pct,DRL-MADRL,WeightedRR,90.60291891891892,81.43966966966966,True,25.49318036229354,1.0838648028029368e-06,0.05,0.0017857142857142859,True,True
tasks_done,DRL-MADRL,WeightedRR,999.9,999.8799999999999,True,0.40824829046571953,0.6940904823338508,0.05,0.0017857142857142859,False,False
atct,DRL-MADRL,PriorityMinMin,19.156528198928573,20.314730792145575,True,-3.7721392375733283,0.005463203541372982,0.05,0.0017857142857142859,True,False
energy_kwh,DRL-MADRL,PriorityMinMin,2.581858279885303,2.1459576511678113,False,1.1273205718648283,0.2923151869523598,0.05,0.0017857142857142859,False,False
sla_pct,DRL-MADRL,PriorityMinMin,90.60291891891892,85.43255599888464,True,13.10882368303833,4.866481377224291e-06,0.05,0.0017857142857142859,True,True
tasks_done,DRL-MADRL,PriorityMinMin,999.9,999.9,False,0.0,1.0,0.05,0.0017857142857142859,False,False
atct,DRL-MADRL,PCH,19.156528198928573,20.10870446634511,True,-2.768394836892333,0.02563582212407946,0.05,0.0017857142857142859,True,False
energy_kwh,DRL-MADRL,PCH,2.581858279885303,2.6278935032663435,True,-0.14907159201414794,0.886143512917598,0.05,0.0017857142857142859,False,False
sla_pct,DRL-MADRL,PCH,90.60291891891892,87.62491091091091,True,6.917165064038646,0.00014832798224684708,0.05,0.0017857142857142859,True,True
tasks_done,DRL-MADRL,PCH,999.9,999.9200000000001,False,-0.34299717028657745,0.7418996823040009,0.05,0.0017857142857142859,False,False
atct,DRL-MADRL,PPO,19.156528198928573,19.14713196556078,False,0.017001312196502815,0.9870511420290737,0.05,0.0017857142857142859,False,False
energy_kwh,DRL-MADRL,PPO,2.581858279885303,2.216193225794577,False,1.0967508397034529,0.3074413254614158,0.05,0.0017857142857142859,False,False
sla_pct,DRL-MADRL,PPO,90.60291891891892,87.86936336336336,True,3.572707247345011,0.012494488106019908,0.05,0.0017857142857142859,True,False
tasks_done,DRL-MADRL,PPO,999.9,999.9399999999999,False,-0.7844645405518443,0.45653306475529093,0.05,0.0017857142857142859,False,False
atct,DRL-MADRL,MADDPG,19.156528198928573,20.385566748162354,True,-3.13095011697873,0.01708420062708646,0.05,0.0017857142857142859,True,False
energy_kwh,DRL-MADRL,MADDPG,2.581858279885303,2.566417701646487,False,0.055017770173865777,0.9583813249250923,0.05,0.0017857142857142859,False,False
sla_pct,DRL-MADRL,MADDPG,90.60291891891892,85.30343543543543,True,13.986297049863834,7.092924447920865e-06,0.05,0.0017857142857142859,True,True
tasks_done,DRL-MADRL,MADDPG,999.9,999.96,False,-1.5000000000011369,0.17432605701602968,0.05,0.0017857142857142859,False,False
atct,DRL-MADRL,MAPPO,19.156528198928573,20.238312867747325,True,-2.8883955992501082,0.02296801275149766,0.05,0.0017857142857142859,True,False
energy_kwh,DRL-MADRL,MAPPO,2.581858279885303,2.4734293690913844,False,0.29332518667320734,0.7767635128145016,0.05,0.0017857142857142859,False,False
sla_pct,DRL-MADRL,MAPPO,90.60291891891892,84.97068868868868,True,12.584077570655603,1.6694756205168546e-06,0.05,0.0017857142857142859,True,True
tasks_done,DRL-MADRL,MAPPO,999.9,999.9200000000001,False,-0.40824829046571953,0.6940904823338508,0.05,0.0017857142857142859,False,False
